#,Internal Name,Name,Phone,Fax,After Hrs Phone,Address,City,County,State,Zip,Operations Manager,Operations Manager2,Kids' Dentistry OM,RM,RD,SRM,SRM,SRM,SRD,SRD,RP/RVP,TP,Region Name,Professional Corporation,Tax ID,Open Date,Epic Go Live Date
87,Poway,Poway Family Dental Group,(858)391-9300,(858)391-9449,(858)684-8119,"13616 Poway Rd, Ste 100",Poway,San Diego,CA,92064,Jackeline Arellano,Azuhara King,,Matthew Rich,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Dalton Dental Corporation,26-0714988,8/12/2003,7/11/2022
89,Northridge,Northridge Dental Office,(818)831-9990,(818)831-9996,(818)542-8783,18519 Devonshire St,Northridge,Los Angeles,CA,91324,Claudia Duarte,,,,Katherine Novales,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Setareh Dental Corporation,56-2323856,12/15/2003,6/6/2022
90,Oceanside 2,South Oceanside Dental Group,(760)439-0334,(760)439-2034,(760)732-1686,"2484 Vista Way, Ste B",Oceanside,San Diego,CA,92054,Caroline Pierce,,,Kevin Skinner,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Bocash and Sharifian Dental Corporation,20-0571325,4/12/2004,7/11/2022
91,UTC,La Jolla Village Smiles Dentistry,(858)272-2260,(858)272-2278,,"8657 Villa La Jolla Dr, Ste 211",La Jolla,San Diego,CA,92037,Alicia Chavez,Mary De Anda,,Heather Dickerhoff,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Minh Pham Dental Corporation,46-3930210,1/6/2014,1/10/2022
92,Elk Grove,Elk Grove Dental Group,(916)686-9030,(916)686-9033,(916)351-6267,"9640 Bruceville Rd, Ste 101",Elk Grove,Sacramento,CA,95757,Marisa Caldwell,,,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Johal and Ghazal Dental Corporation,26-0189776,9/2/2003,2/7/2022
93,Rancho Cordova,Rancho Cordova Dental Group,(916)638-3780,(916)638-1062,(916)351-6325,"10910 Olson Dr, Ste 100",Rancho Cordova,Sacramento,CA,95670,Rachel Glenn,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Jeong Dental Corporation,20-4959338,8/1/2003,2/7/2022
94,Roseville 1,Granite Bay Smiles Dentistry,(916)783-0244,(916)783-0247,(916)784-1363,"8630 Sierra College Blvd, Ste 110",Roseville,Placer,CA,95661,Kevin Black,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Kahbody Dental Corporation,20-0053245,8/1/2003,5/3/2021
95,Fair Oaks,Dentists of Fair Oaks,(916)536-5151,(916)536-5154,(916)351-6427,8854 Madison Ave,Fair Oaks,Sacramento,CA,95628,Nicole Warn,,,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Delgado and O'Donnell Dental Corporation,90-0359077,8/4/2003,7/6/2021
96,Natomas,Park Place Dental Group,(916)515-4500,(916)515-4545,(916)351-6208,"4690 Natomas Blvd, Ste 100",Sacramento,Sacramento,CA,95835,Yer Thao,,,Matthew Kiley,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Hoang and Rho Dental Corporation,20-1124068,6/15/2004,5/2/2022
97,Roseville 2,Pleasant Grove Dental Group,(916)782-4500,(916)782-4515,(916)351-6631,"10357 Fairway Dr, Ste 100",Roseville,Placer,CA,95678,Cindy Bernardo,,,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Dental Corporation of Dhaval Patel,20-1511064,9/7/2004,2/7/2022
98,Citrus Heights,Citrus Heights Modern Dentistry,(916)246-1502,(916)473-2184,(916)246-1502,"5925 Birdcage Centre Lane, Ste D105",Citrus Heights,Sacramento,CA,95610,Negin Derakhshanian,,,Kimberly Robinson,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Mohini Patel Dental Corporation,20-1782084,12/8/2004,3/1/2021
99,Folsom,Folsom Hills Dentistry,(916)984-9600,(916)984-9076,(916)984-6852,"2465 Iron Point Rd, Ste 120",Folsom,Sacramento,CA,95630,Mariah Green,,,Tania Ruiz,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,O'Donnell Dental Corporation,20-1782295,4/4/2005,2/7/2022
101,Stockton,Park West Dental Group,(209)474-8000,(209)474-8333,(209)827-2809,10928 Trinity Pkwy,Stockton,San Joaquin,CA,95219,Katheryn Guillen,,Andrea Montanez,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Ghazal and Lopez Dental Corporation,20-3486404,12/15/2005,2/7/2022
102,Lincoln,Parkway Dental Group,(916)543-7880,(916)543-7885,,781 Sterling Pkwy,Lincoln,Placer,CA,95648,Trish Brown,,,Tess Franklin,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Khattak Dental Corporation,20-4320661,6/22/2006,5/3/2021
103,Roseville 3,Pavilions Dental Group,(916)782-2010,(916)782-2080,(916)782-2168,"1259 Pleasant Grove Blvd, Ste 100",Roseville,Placer,CA,95747,Brittany Fleming,,,Matthew Kiley,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Bryant Vest Dental Corporation,20-4320765,4/4/2006,3/1/2021
104,Elk Grove 2,Strawberry Creek Dental Group,(916)525-7635,(916)681-4752,,"8211 Bruceville Rd, Ste 155",Sacramento,Sacramento,CA,95823,Brittany Fleming,,,Kimberly Robinson,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Min Dental Corporation,26-0363947,8/9/2007,3/1/2021
105,Natomas 2,Market West Dental Group,(916)574-9400,(916)574-9494,,"3290 Arena Blvd, Ste 610",Sacramento,Sacramento,CA,95834,Michelle Deflavio,,,Bianca Garcia,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Amezcua Dental Corporation,20-4515941,5/22/2006,5/3/2021
106,Rocklin,Highland Dental Group,(916)435-1665,(916)435-1734,(916)435-1690,"3291 Stanford Ranch Rd, Ste 102",Rocklin,Placer,CA,95765,Noah Luna,,,Matthew Kiley,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Joesting Dental Corporation,20-4652066,8/3/2006,5/3/2021
107,El Dorado Hills,Green Valley Dental Group,(916)934-0207,(916)934-0214,(916)984-6852,"2205 Francisco Dr, Ste 150",El Dorado Hills,El Dorado,CA,95762,Jennifer King,,,Christy Newton-Melson,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Zleik Dental Corporation,26-0336730,5/3/2007,3/1/2021
108,San Diego 10,Mira Mesa Smiles Dentistry,(619)704-2536,(619)754-9379,,8997 Mira Mesa Blvd.,San Diego,San Diego,CA,92126,Brianna Tripp,,,Jennifer Johnson,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,Baydoun Dental Corporation,87-3513280,11/1/2022,10/31/2022
109,Castro Valley,Castro Valley Smiles Dentistry,(510)581-0500,(510)581-0520,,3779 E Castro Valley Blvd,Castro Valley,Alameda,CA,94552,Jessica Bajramovic,,,Dallin Caldwell,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Bay Area Region,Seung Lee D M D Inc,46-2774443,9/17/2013,5/3/2021
110,Gilbert,Cooley Station Dental Group,(480)840-3600,(480)840-3200,(480)988-0829,"4049 E Williams Field Rd, Ste 109",Gilbert,Maricopa,AZ,85295,Kaitlyn Follis,,,Kayla Martinez,,Jaycee Campbell,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Cooley Station Kids Dentist and Orthodontics, LLP",20-2350939,3/16/2005,7/6/2021
111,Chandler,Crossroads Dental Group,(480)821-5444,(480)821-5111,(480)731-2768,"2880 E Germann Rd, Ste 13",Chandler,Maricopa,AZ,85286,Rosemary Hernandez,,,Tia Noreus,,Jaycee Campbell,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Crossroads Dental Group, LLP",20-2844820,12/15/2005,4/4/2022
112,Desert Ridge,Marketplace Smiles Dentistry,(480)419-9200,(480)419-9202,(480)419-6516,"21001 N Tatum Blvd, Ste 80-1690",Phoenix,Maricopa,AZ,85050,Ashley Stover,,,,Jason Merrill,Jaycee Campbell,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Marketplace Smiles, LLP",20-2705570,5/25/2005,2/7/2022
113,Las Tiendas,Dentists of Chandler,(480)782-1555,(480)782-5111,(480)731-2595,"3885 S Arizona Ave, Ste 3",Chandler,Maricopa,AZ,85248,Bret Roby,,,Tia Noreus,,Jaycee Campbell,Jaycee Campbell,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Las Tiendas Dental Group, LLP",20-2845049,10/25/2005,10/5/2020
114,West Seattle 1,Dentists of West Seattle,(206)928-6242,(206)973-8794,(206)973-8794,"4722 Fauntleroy Way SW, Ste A",Seattle,King,WA,98116,Federico Ramos Puente,,,Kayleen Kim,,,,,,,Luis Gomez,Nicholas D'Amico,Washington Region,"Washington Dental Corporation, PC",46-3111392,9/14/2022,9/13/2022
115,Murrieta 6,Murrieta Modern Dentistry,(951)370-1529,(951)384-2503,,"28080 Clinton Keith Rd, Ste 100",Murrieta,Riverside,CA,92563,,,,Erica Stapleton,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,JASON ANTONIO DENTAL CORPORATION,87-4080871,2/22/2022,2/21/2022
116,Avondale,Alameda Crossing Dental Group,(623)935-6278,(623)935-6285,,"1709 N Dysart Rd, Ste E102",Avondale,Maricopa,AZ,85392,Samantha Garcia,,,Adrian Paredes,,Jaycee Campbell,Jaycee Campbell,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Alameda Crossing Dental Group, LLP",20-4112432,11/29/2006,11/1/2021
117,Buckeye 1,Sundance Dental Group,(623)386-7319,(623)386-7609,(623)780-5022,"825 S Watson Rd, Ste 101",Buckeye,Maricopa,AZ,85326,Claudia Bueno,,,Tracy Kaus,,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Sundance Dental Group, LLP",26-0786471,10/25/2007,10/5/2020
118,Peoria 1,Pavilion Dental Group,(623)572-0893,(623)566-0770,,"9947 W Happy Valley Rd, Ste 101",Peoria,Maricopa,AZ,85383,Stephanie Stout,,,,Jason Merrill,Jaycee Campbell,Jaycee Campbell,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Pavilion Dental Group, LLP",26-2283344,7/15/2008,11/1/2021
119,Arlington 2,Arlington Modern Dentistry,(682)273-0025,(682)276-2735,,"4407 Little Rd, Ste 600",Arlington,Tarrant,TX,76016,,Candis Copeland,,Ramon Rodriguez,,Amanda Rusk,,,,,Nicole Brown,Nicole Brown,South Dallas Fort Worth Region,Arlington Modern Dentistry PC,87-3434440,3/22/2022,3/21/2022
120,Surprise,Festival Dental Group,(623)584-4015,(623)584-4557,(623)584-8815,"13869 W Bell Rd, Ste 103",Surprise,Maricopa,AZ,85374,Meagan Pryor,,,Adrian Paredes,,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Festival Dental Group, LLP",20-5731776,4/2/2007,7/11/2022
121,Tolleson,Promenade Dental Group,(623)478-1624,(623)907-5854,,"2755 S 99th Ave, Ste 105",Tolleson,Maricopa,AZ,85353,Viridiana Zuniga,,,Adrian Paredes,,Jaycee Campbell,Jaycee Campbell,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Promenade Dental Group, LLP",20-5384003,12/29/2006,4/4/2022
122,Gilbert 3,San Tan Dental Group,(480)857-1044,(480)857-1179,,"2483 S Market St, Ste 101",Gilbert,Maricopa,AZ,85296,Alyssa Burke,,,Heather Mata,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"San Tan Dental Group, LLP",20-8876993,7/16/2007,10/5/2020
124,Avondale 2,Gateway Dental Group,(623)907-4562,(623)907-5979,,"9915 W McDowell Rd, Ste 106",Avondale,Maricopa,AZ,85392,Rocio Dominguez,,,,Jason Merrill,,,,,,Vicky Dyck,Stephanie Wootan,North West Arizona Region,"Gateway Dental Group, LLP",20-5384069,1/23/2007,4/4/2022
125,Queen Creek,Queen Creek Smiles Dentistry,(480)840-3005,(480)840-6084,,"18550 E Rittenhouse Rd, Ste 103",Queen Creek,Maricopa,AZ,85142,Jennifer Blazek,,,Kayla Martinez,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Queen Creek Smiles, LLP",26-0628580,11/2/2007,2/7/2022
126,Superstition,Gateway Smiles Dentistry,(480)305-0877,(480)357-9623,,"1901 S Signal Butte Rd, Ste 107",Mesa,Maricopa,AZ,85209,Daniel Cruz,,,Kayla Martinez,,,,,,,Mary Rossi,Stephanie Wootan,Eastern Arizona Region,"Gateway Smiles, LLP",20-8877116,10/19/2007,7/6/2021
127,Pacific Highlands 1,Pacific Highlands Dentistry,(858)900-3541,(858)900-3565,,"5965 Village Way, Ste E-206",San Diego,San Diego,CA,92130,Joshua Orozco,,,Heather Dickerhoff,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,"John C. Nosti, D.D.S., Inc.",47-3549927,7/6/2015,9/7/2021
128,Tucson,Dentists of Tucson,(520)917-0666,(520)917-0670,,"1060 S Harrison Rd, Ste 110",Tucson,Pima,AZ,85748,Rachel Vegan,,,Racheal Stottern,,Jaycee Campbell,Jaycee Campbell,,,,Sam Barry,Stephanie Wootan,Southern Arizona Region,"Spanish Trail Dental Group, LLP",20-8533765,7/25/2007,10/5/2020
130,Lake Elsinore 2,Oak Grove Dental Group,(951)471-0034,(951)471-0166,(951)471-0034,"18285 Collier Ave, Ste B",Lake Elsinore,Riverside,CA,92530,Kari Walters,,,Karlee Bell,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Watanabe and Lynn Professional Dental Corporation,20-5672922,11/16/2006,2/1/2021
131,Costa Mesa 2,Pacific Harbor Dental Group,(714)546-6100,(714)546-6160,,"3030 Harbor Blvd, Ste G-1",Costa Mesa,Orange,CA,92626,Shawna Roley,,,Jerry Meza,,Tina Nguyen,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Nguyen and Reagan Dental Corporation,20-2957890,8/10/2005,4/4/2022
132,Mission Viejo,Mission Dental Group,(949)582-8400,(949)582-8410,(949)737-9000,"26032 Marguerite Pkwy, Ste A-1",Mission Viejo,Orange,CA,92692,Brianna Tarpley,,,Jerry Meza,,Tina Nguyen,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Vala Dental Corporation,20-2852563,1/17/2006,11/1/2021
133,Encinitas,Camino Dental Group,(760)942-3900,(760)942-3909,(760)942-7439,"1340 Encinitas Blvd, Ste 100",Encinitas,San Diego,CA,92024,Karina Dorantes,,,Heather Dickerhoff,,Matthew McCurley,,,,,Michael Butler,Maha Said-Shariff,San Diego Region,"Clinton H. Park, D.D.S., Inc.",20-3642955,12/21/2005,7/11/2022
134,Thousand Oaks 2,East Oaks Dental Group,(805)494-5255,(805)494-5322,(805)494-5256,"593 N Moorpark Rd, Ste B",Thousand Oaks,Ventura,CA,91360,Christa Kaplun,,,Lawrence Craft,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Aiken and Huss Dental Corporation,20-3355339,9/26/2005,7/6/2021
135,Upland 2,Crossroads Dental Group,(909)985-2302,(909)982-4121,,"1875 N Campus Ave, Ste C",Upland,San Bernardino,CA,91784,,,,Lupe Santos,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Rittu Gill Dental Corporation,20-3364896,11/10/2005,4/4/2022
136,West Hills,Platt Village Dental Group,(818)716-7001,(818)716-7005,,6446 Platt Ave,West Hills,Los Angeles,CA,91307,Vanessa Tomasino,,,Lawrence Craft,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Simonian Dental Corporation,20-3355894,2/22/2006,4/4/2022
137,Sharpsburg 1,Peachtree Modern Dentistry,(678)272-3964,(678)325-0768,,125 Fischer Crossings Dr,Sharpsburg,Coweta,GA,30277,Quianna Idowu,,,,Jia Sanders,Jackie Denmark,,,,,Olufemi Majekobaje,Jacob Kramer,Georgia Region,Peachtree Modern Dentistry PC,87-4542397,9/5/2024,11/13/2023
138,Ventura Main,Main Street Dental Group,(805)644-6110,(805)644-6160,,"4360 E Main St, STE C",Ventura,Ventura,CA,93003,Esmeralda Navarrete,Veronica Frias,,Lawrence Craft,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Khazali Dental Corporation,20-4185266,6/28/2006,11/2/2020
139,Lake Elsinore,Marketplace Dental Group,(951)245-8664,(951)245-9392,(951)674-2706,"29273 Central Ave, Ste A",Lake Elsinore,Riverside,CA,92532,Florence Anaya,,,Karlee Bell,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Watanabe and Lynn Dental Corporation,20-3463636,2/27/2006,11/1/2021
140,Foothill Ranch,Towne Centre Dental Group,(949)588-5906,(949)588-6356,(949)657-1033,"45 Auto Center Dr, Ste 110",Foothill Ranch,Orange,CA,92610,Sarah Kanely,,,Megan Detrick,,Tina Nguyen,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Reagan and Pandhoh Dental Corporation,20-5181742,8/28/2006,11/1/2021
141,Temecula 3,Meadows Dental Group,(951)676-2613,(951)676-2615,(951)676-2832,"31843 Rancho California Rd, Ste 300",Temecula,Riverside,CA,92592,Marina Tejeda,,,Theresa Ortega-Gomez,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Chu and Watanabe Dental Corporation,20-4185434,11/8/2006,2/1/2021
142,Palmdale,Sierra Commons Dental Group,(661)265-7800,(661)265-7084,,755 W Rancho Vista Blvd,Palmdale,Los Angeles,CA,93551,Cathleen Carranza,Michelle Peevy,,Rebecca Stogden,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Easley Dental Corporation,20-5527422,11/13/2006,6/6/2022
143,Westlake Village 1,Lindero Canyon Dental Group,(818)706-0131,(818)706-0151,,"5784 Lindero Canyon Rd, Ste B",Westlake Village,Los Angeles,CA,91362,Tiffany Correll,,,Alex Ranu,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Dental Corporation of Jedediah Huss,46-2185544,4/2/2013,11/2/2020
144,Moorpark,Moorpark Dental Group,(805)529-1743,(805)529-1773,(805)529-1744,"806 New Los Angeles Ave, Ste B",Moorpark,Ventura,CA,93021,Miguelina Estevez,,,Lawrence Craft,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Jedediah Huss Dental Corporation,20-8919118,7/26/2007,4/4/2022
145,Apple Valley 2,Parkway Dental Group,(760)646-8839,(760)961-7252,,"20258 US Hwy 18, Ste 400",Apple Valley,San Bernardino,CA,92307,Mari Ramirez,,,Jessica Quintero,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Alfonso and Lopez Dental Corporation,26-1379336,3/4/2008,3/1/2021
146,Apple Valley 1,Apple Valley Smiles Dentistry,(760)300-3678,(760)247-6254,,"12218 Apple Valley Rd, Bldg 1 Ste 110",Apple Valley,San Bernardino,CA,92308,Ana Delgado,,,Jessica Quintero,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Gerald Lopez Dental Corporation,26-1379538,12/20/2007,2/7/2022
147,Palm Desert 2,Desert Gateway Dental Group,(760)610-0358,(760)324-7987,,"34-460 Monterey Ave, Ste 100",Palm Desert,Riverside,CA,92211,Marc Narvaez,,,Indira Abaza,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,David Lee and Frederick Lee Dental Corporation,26-1438630,12/27/2007,7/1/2020
148,Diamond Bar,Diamond Bar Smiles Dentistry,(909)860-6232,(909)594-3665,,"2841 S Diamond Bar Blvd, Ste B",Diamond Bar,Los Angeles,CA,91765,Lisa Chiu,,,Lani Holt,,Tina Nguyen,,,,,Alex Creelman,Maha Said-Shariff,Orange County Region,Peggy Chu Dental Corporation,27-3155238,10/8/2010,5/3/2021
149,Glendora,Glendora Smiles Dentistry,(626)771-1320,(626)914-7538,,605 W Route 66,Glendora,Los Angeles,CA,91740,Loren Montanez,,,,Linda Mata-Icart,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Soojin Lee Dental Corporation,26-0407228,9/12/2007,4/4/2022
150,Fontana 2,Sierra Lakes Dental Group,(909)357-0869,(909)357-4887,,"16475 Sierra Lakes Pkwy, Ste 140",Fontana,San Bernardino,CA,92336,Angela Davis,,,Jessica Quintero,,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Jefferson and Schmidt Dental Corporation,26-0152018,7/12/2007,7/11/2022
151,Rancho Cucamonga 5,Rancho Cucamonga Smiles Dentistry,(909)945-3650,(909)945-3659,,"7319 Milliken Ave, Ste 110",Rancho Cucamonga,San Bernardino,CA,91730,Kristen Gephart,,,,Linda Mata-Icart,,,,,,Erin Ortega,Maha Said-Shariff,North Inland Empire Region,Hsieh and Abdelkarim Dental Corporation,46-2684206,10/15/2013,2/1/2021
152,Perris,Crossing Dental Group,(951)345-4386,(951)928-8718,(951)928-8690,"3150 Case Rd, Bldg C",Perris,Riverside,CA,92570,Jacqueline Bustamante,,,Kimberly Orozco,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,Mercer and Pham Dental Corporation,26-1339230,12/27/2007,7/11/2022
153,Turlock,Turlock Smiles Dentistry,(209)667-2879,(209)667-2889,,2808 W Monte Vista Ave,Turlock,Stanislaus,CA,95380,Javy Gray,,,Nicole McGovran,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Central Valley Region,Taba Dental Corporation,46-3505233,12/27/2013,2/7/2022
154,Manteca,Stadium Dental Group,(209)456-5610,(209)825-7859,(209)456-5610,2288 Daniels St,Manteca,San Joaquin,CA,95337,Tyranie Lindsey,,Rebekah Mason,Nicole McGovran,,Robert Bengtson,,,,,Toreano Norris,Nicholas D'Amico,Northern CA - Central Valley Region,Robert P. Nakaki Dental Corporation,26-1400094,12/10/2007,7/11/2022
155,North Las Vegas 4,El Dorado Modern Dentistry,(702)827-1352,(702)963-0292,,"5514 Camino Al Norte, Ste A2",North Las Vegas,Clark,NV,89031,Christopher Alvarado,,,Amber Breeze,,Mechelle Quinories,Nichelle Venable,Tiffany Magana,,,Catherine Wild,Maha Said-Shariff,North Las Vegas Region,"Yeam El Dorado Modern Dentistry, PC",87-3750299,3/29/2022,3/28/2022
156,Murrieta 5,Plaza Dental Group,(951)461-4306,(951)461-4735,(951)696-4671,"40484 Murrieta Hot Springs Rd, Ste 102",Murrieta,Riverside,CA,92563,Chip Rawlings,,,Theresa Ortega-Gomez,,Baraka Harper,,,,,Lionel Clayton,Maha Said-Shariff,South Inland Empire Region,Jackson and Lee Dental Corporation,20-5700093,11/22/2006,9/8/2020
157,Antelope,Walerga Dental Group,(916)725-4530,(916)725-4560,,"8008 Walerga Rd, Ste 100",Antelope,Sacramento,CA,95843,,,,Christy Newton-Melson,,Melissa Whitley,,,,,Matthew Ornelas,Nicholas D'Amico,Northern CA - Sacramento Region,Dental Corporation of Gill and Mokbil,20-4185758,5/22/2006,5/3/2021
158,Arcadia,Santa Anita Dental Group,(626)574-1766,(626)574-7061,,"721 W Huntington Dr, Ste B",Arcadia,Los Angeles,CA,91007,Elizabeth Arbiso,,,,Katherine Novales,,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Hambik Oktanyan Dental Corporation,20-8337771,3/7/2007,5/3/2021
159,Granada Hills,Balboa Dental Group,(818)360-1946,(818)360-3065,,11850 1/2 Balboa Blvd,Granada Hills,Los Angeles,CA,91344,,Cynthia Munoz,,Alex Ranu,,Haila El-Kerdi,,,,,Dan Rodriguez,Maha Said-Shariff,North Los Angeles Region,Ekizian and Elie Dental Corporation,20-8808196,4/25/2007,11/2/2020
160,Moreno Valley 2,Stoneridge Dental Group,(951)616-1759,(951)924-8165,,"27110 Eucalyptus Ave, Ste A",Moreno Valley,Riverside,CA,92555,,,,Kimberly Orozco,,,,,Ashley Quezada,,Kimberly Valko,Maha Said-Shariff,Inland Desert Region,Chung and Nosti Dental Corporation,26-1197746,11/19/2007,6/6/2022
161,Reno 1,Reno Modern Dentistry,(775)851-2204,(775)851-2214,,"59 Damonte Ranch Pkwy, Ste F",Reno,Washoe,NV,89521,Stephanie De Casas,,,Caryssa Cook,,Elizabeth Riolo,,,,,Alicia Lowry,Nicholas D'Amico,Reno Region,"Callaway-Nelson Reno Modern Dentistry, PC",46-1410369,2/5/2013,9/7/2021
